draw_id,seed,tissue,scenario,baseline_quantile,treated_quantile,medium_global_multiplier,completion_capacity_multiplier,medium_multiplier__MAR00611,medium_multiplier__MAR09034,medium_multiplier__MAR09039,medium_multiplier__MAR09040,medium_multiplier__MAR09046,medium_multiplier__MAR09048,medium_multiplier__MAR09134,endpoint_weight__MAR06416,endpoint_weight__MAR06419,endpoint_weight__MAR06421
0,20260830,skeletal_muscle,fed,0.33379567294409385,0.5581786148451983,1.0245435681210742,0.5385039721796375,1.0362637192576498,1.1312371315269796,0.9066461557883179,0.9374254945665722,1.1590474477562318,0.8507527341858899,1.0558707955441409,0.6848244334449886,0.9432455133967045,1.371930053158307
1,20260830,liver,fed,0.8069137785424758,0.42228386705907706,0.5244312196198394,0.9015155990994042,0.970152234767808,0.8561886776818676,1.0402892963862573,0.9551329845719766,1.0552776878677907,0.8535129351212237,0.9107926528722098,1.3180699389439592,0.5122736566518673,1.1696564044041735
2,20260830,adipose_subcutaneous,fed,0.94922510389002,0.6098342483877426,1.9104735960042132,1.6785296497093953,0.9386748143682369,0.8553290676486413,1.1218362871172518,1.0437090897050048,1.1096665788572875,1.0469179637483248,1.0748468885213454,0.9669237796842912,1.4187022374846114,0.6143739828310972
3,20260830,skeletal_muscle,fed,0.674757852525449,0.5234555532065892,1.2397941404780382,0.8748346145081546,0.8840154284285442,1.0785270351740253,0.9245954740165223,1.019373212514314,0.8453908734897903,0.8245971257264152,1.1863206996444722,0.9079551784991083,0.9550093589593468,1.1370354625415449
4,20260830,adipose_subcutaneous,exercise,0.38248388801245103,0.366838842371758,1.24884744798655,1.3621496776633066,1.0305670256619548,0.9388223914369805,1.1901514984273862,1.2243949119475697,0.8783223353658454,1.200249433892072,0.9840605954428102,1.0611399719512038,0.8432257240597085,1.0956343039890872
5,20260830,liver,caloric_restriction,0.2876846739908252,0.2962862310542207,0.9095537874582594,0.5120191253414005,1.0487770161550143,0.9881111330688748,0.8158993261002412,0.9025528452455779,0.8250078724711553,0.8061298285289303,1.1921684482427997,0.6301734943205084,1.6998338086054554,0.6699926970740366
6,20260830,adipose_subcutaneous,fasted,0.8184192835084694,0.6828193390918048,0.5954547888399383,0.6531092827492313,1.197060579226705,1.1509252519374515,0.8840982662733212,1.2454296719675393,1.1388420478043864,0.8917987745718725,1.0240305099128948,1.3498352730737049,0.6801456426758251,0.9700190842504703
7,20260830,adipose_subcutaneous,fasted,0.17716690994332351,0.4722848661482706,1.3175872669448194,0.6936854797593441,0.9270366143063711,1.1773939166289629,0.8574779965984246,1.178262417712234,1.042365601840017,1.1545387326526106,0.8771164415499145,0.7130053270256993,1.5861066207454624,0.700888052228839
8,20260830,skeletal_muscle,exercise,0.022635929736566585,0.3575670003328265,0.5427758654492244,0.8307160002531794,1.132784233385144,0.8691361002351783,1.1388418557037603,1.056250139105443,1.0593294542074008,1.2104450156033515,0.9282044327073163,0.4708651062898841,1.596655679263615,0.932479214446501
9,20260830,adipose_subcutaneous,fasted,0.749281338948072,0.013740709905275095,0.5636741504062506,0.6078709904703062,0.9835135868845247,1.00555509752332,0.9816609619053418,1.1569883620487675,0.9960010998649992,0.8267417994383361,1.0711220118702787,1.1504440964603921,1.2905313040240702,0.5590245995155374
10,20260830,adipose_subcutaneous,fed,0.7132628405021871,0.9103148219320807,0.8788741723654513,0.7351153902965816,1.1405472704979265,1.1830145263867153,1.0265357187822306,1.1645982833164938,1.0210099669954695,1.2297637131627965,1.060000080778797,0.775897185347812,1.2895291061954068,0.9345737084567808
11,20260830,adipose_subcutaneous,fed,0.05254608116097759,0.21554448706503082,0.8516881044476807,0.874103315084226,1.053537710405936,1.1012191713335602,0.9517702661716945,1.1251809747835082,1.0723630865170044,1.167083702509535,1.2317414260082558,0.7258895776914507,1.3943241431213886,0.8797862791871603
12,20260830,skeletal_muscle,fed,0.2188634177900477,0.8605529326039554,0.8999027652492438,0.6082128611492132,0.899762235215625,0.8404530235369152,1.197602096087842,0.8985393241171404,0.8734990481359426,1.1469974330550023,0.8834762610717327,1.2405165607664863,1.1214307534951058,0.6380526857384082
13,20260830,skeletal_muscle,exercise,0.15332015895864526,0.8916426673731508,0.7348124889689447,1.5469162736192632,1.1586537639086631,0.8479382362183425,0.9481618892482924,0.9786951102579488,0.8004248554002358,1.1936720013893993,1.0648572685313047,1.0447811502610598,0.8936930088590386,1.0615258408799015
14,20260830,liver,exercise,0.6160886971700825,0.9007450971054027,1.1540973949514208,1.0565707187767093,1.2292925391164793,1.1840706402106367,1.0226856590466196,0.9390627346356568,0.8825369361348722,0.8102450718034525,1.104768187058695,1.2664784443710688,0.6359349592386115,1.0975865963903197
15,20260830,adipose_subcutaneous,caloric_restriction,0.09439930346427139,0.9129818562739489,1.9561707716288634,0.9486562842479845,1.204498093639472,0.8981158317104687,0.8476484111112722,1.0749188948493817,0.8306372736351135,1.117217245538815,1.1007834935586058,1.2374148895349892,0.6209575935434104,1.1416275169216
16,20260830,adipose_subcutaneous,fed,0.6868311972055146,0.47915361572034953,1.2931565323945917,0.6982967657156879,1.2240676115965923,1.2006941938738023,0.9711263670953921,0.9731640057267072,0.8615276393643437,1.085519869493937,0.9451158119636798,1.5750589638058214,0.5993205989626922,0.8256204372314866
17,20260830,skeletal_muscle,exercise,0.3057569537203567,0.16422665170810746,0.745633488949403,0.5205631688699873,1.0519385894706772,0.9480108679778394,1.2179605566814313,1.067373134337858,1.0528020006138585,0.8665769879530977,1.0264173255869138,1.0048414939316301,1.0617995444323298,0.9333589616360399
18,20260830,adipose_subcutaneous,exercise,0.1868886717188436,0.7489603105602131,1.6562930458759728,0.7455666733904647,0.9995556311618975,0.8401378548989907,0.8798779928474845,1.1090867066538637,0.8135854181008901,1.0891876152556306,0.9863653940558753,1.3751047975572894,0.8484470072875031,0.7764481951552074
19,20260830,adipose_subcutaneous,caloric_restriction,0.39867481701645047,0.27228263207810266,1.5017438481829957,1.0360865586326349,1.0141607078080812,1.1990994316026902,0.8617271224145062,1.032813764724777,1.1531450634727363,1.2186604506023682,1.0627477564673256,0.7500108417400279,1.387495546726814,0.8624936115331585
20,20260830,liver,fed,0.731159508806277,0.6795838192973579,1.4487140622788506,1.9030621727256825,0.8325868180688347,0.9915491030547914,1.088039693894671,0.9883270195532265,1.1524657895949744,1.1607057095938267,1.0722678296119665,0.7578565945732423,1.007420653818468,1.23472275160829
21,20260830,skeletal_muscle,exercise,0.8189186065069868,0.34475767729150597,1.4531053426976746,1.0546904231693592,0.9329766017322502,0.8645200703469729,1.2158208125515286,0.9077944198713439,1.2405758875590662,1.2034050536071794,1.0646986237041343,0.5129477122322184,1.2809395682128561,1.2061127195549257
